order_id,customer_id,order_date,order_status,payment_method,sales_channel,gross_amount,discount_amount,shipping_fee,final_amount,delivered_date
O00191,C0421,09-04-2024,Delivered,Credit Card,Mobile App,853.1,44.9,0,853.1,2024-04-15
O00192,C0295,22-10-2024,Delivered,UPI,Website,359.1,39.9,49,408.1,2024-10-25
O00193,C0069,12-04-2024,Delivered,UPI,Website,1813.95,232.05,0,1813.95,2024-04-15
O00194,C0123,27-06-2024,Delivered,UPI,Website,1499.7,97.3,0,1499.7,2024-07-03
O00195,C0113,20-04-2025,Delivered,UPI,Website,698.0,0.0,59,757.0,2025-04-24
O00196,C0023,16-04-2024,Returned,UPI,Mobile App,1188.3,209.7,0,1188.3,2024-04-21
O00197,C0118,22-04-2024,Delivered,Debit Card,Mobile App,629.1,69.9,49,678.1,2024-04-25
O00198,C0233,01-07-2024,Delivered,Debit Card,Mobile App,2006.55,289.45,0,2006.55,2024-07-06
O00199,C0088,14-08-2025,Cancelled,UPI,Mobile App,211.65,37.35,0,0.0,
O00200,C0143,15-01-2024,Delivered,UPI,Website,913.35,184.65,0,913.35,2024-01-17
O00201,C0394,16-08-2025,Delivered,Net Banking,Mobile App,599.0,0.0,59,658.0,2025-08-20
O00202,C0047,17-01-2024,Delivered,Debit Card,Mobile App,735.85,162.15,0,735.85,2024-01-21
O00203,C0325,02-01-2024,Delivered,Net Banking,Website,319.2,79.8,59,378.2,2024-01-07
O00204,C0377,26-02-2024,Returned,UPI,Website,331.55,17.45,59,390.55,2024-03-02
O00205,C0447,20-12-2025,Delivered,UPI,Website,299.0,0.0,49,348.0,2025-12-24
O00206,C0425,05-05-2024,Delivered,Net Banking,Mobile App,296.65,52.35,40,336.65,2024-05-08
O00207,C0045,23-03-2024,Delivered,COD,Website,699.0,0.0,0,699.0,2024-03-26
O00208,C0012,27-10-2024,Delivered,COD,Website,349.0,0.0,40,389.0,2024-11-03
O00209,C0336,23-10-2025,Delivered,Debit Card,Website,279.2,69.8,49,328.2,2025-10-26
O00210,C0395,12-11-2024,In Transit,Credit Card,Website,551.65,97.35,59,610.65,
O00211,C0407,10-08-2024,In Transit,Credit Card,Website,629.1,69.9,49,678.1,
O00212,C0076,16-01-2025,In Transit,Credit Card,Website,359.2,89.8,49,408.2,
O00213,C0080,05-01-2024,Delivered,Credit Card,Mobile App,1527.45,269.55,0,1527.45,2024-01-14
O00214,C0410,01-08-2025,Returned,UPI,Website,549.0,0.0,40,589.0,2025-08-05
O00215,C0101,31-01-2025,Delivered,UPI,Website,639.2,159.8,59,698.2,2025-02-04
O00216,C0007,18-10-2024,Delivered,Credit Card,Mobile App,759.05,39.95,0,759.05,2024-10-22
O00217,C0072,24-08-2025,Delivered,UPI,Marketplace,1438.2,159.8,0,1438.2,2025-08-28
O00218,C0237,28-12-2025,Returned,UPI,Mobile App,853.1,44.9,0,853.1,2026-01-02
O00219,C0079,25-09-2024,Delivered,Debit Card,Website,1809.85,237.15,0,1809.85,2024-09-29
O00220,C0307,05-01-2025,Delivered,Net Banking,Mobile App,269.1,29.9,59,328.1,2025-01-07
O00221,C0450,22-10-2024,Delivered,UPI,Marketplace,559.2,139.8,59,618.2,2024-10-25
O00222,C0392,06-04-2024,Delivered,UPI,Website,948.1,49.9,0,948.1,2024-04-09
O00223,C0211,14-12-2024,Delivered,UPI,Website,940.05,206.95,0,940.05,2024-12-20
O00224,C0214,16-04-2025,Delivered,UPI,Website,269.1,29.9,59,328.1,2025-04-21
O00225,C0089,27-12-2025,Delivered,UPI,Website,818.4,179.6,0,818.4,2025-12-30
O00226,C0101,23-10-2025,Delivered,Credit Card,Marketplace,699.0,0.0,0,699.0,2025-10-26
O00227,C0301,23-07-2024,Delivered,UPI,Mobile App,1642.35,204.65,0,1642.35,2024-07-25
O00228,C0462,16-10-2025,Returned,COD,Mobile App,254.15,44.85,40,294.15,2025-10-19
O00229,C0209,25-04-2024,Delivered,Credit Card,Website,296.65,52.35,40,336.65,2024-04-29
O00230,C0352,30-03-2025,Delivered,COD,Website,1342.25,104.75,0,1342.25,2025-04-04
O00231,C0053,27-10-2024,Delivered,Net Banking,Website,339.15,59.85,59,398.15,2024-11-01
O00232,C0411,21-10-2025,Delivered,Debit Card,Marketplace,2720.2,74.8,0,2720.2,2025-10-24
O00233,C0168,05-06-2024,Delivered,Debit Card,Mobile App,426.55,22.45,49,475.55,2024-06-09
O00234,C0280,19-01-2024,Delivered,Credit Card,Marketplace,719.1,79.9,0,719.1,2024-01-21
O00235,C0441,06-11-2024,Delivered,Credit Card,Website,359.1,39.9,59,418.1,2024-11-11
O00236,C0244,29-07-2025,Delivered,UPI,Website,2879.2,114.8,0,2879.2,2025-07-31
O00237,C0339,07-09-2024,Delivered,Credit Card,Marketplace,699.0,0.0,0,699.0,2024-09-11
O00238,C0443,08-03-2025,Returned,UPI,Mobile App,922.1,24.9,0,922.1,2025-03-13
O00239,C0431,02-07-2025,Delivered,UPI,Mobile App,783.15,64.85,0,783.15,2025-07-07
O00240,C0219,02-08-2024,Delivered,Net Banking,Website,284.05,14.95,49,333.05,2024-08-07
O00241,C0361,12-06-2025,Delivered,UPI,Marketplace,740.65,57.35,0,740.65,2025-06-17
O00242,C0268,24-07-2024,Delivered,UPI,Mobile App,339.15,59.85,40,379.15,2024-07-29
O00243,C0137,20-10-2024,Delivered,Credit Card,Website,594.15,104.85,49,643.15,2024-10-24
O00244,C0217,24-10-2025,Delivered,UPI,Website,1038.15,59.85,0,1038.15,2025-10-26
O00245,C0161,08-09-2025,Delivered,COD,Mobile App,1672.4,274.6,0,1672.4,2025-09-13
O00246,C0122,10-11-2024,Cancelled,Debit Card,Mobile App,1090.6,57.4,0,0.0,
O00247,C0442,15-08-2025,Delivered,UPI,Website,509.15,89.85,40,549.15,2025-08-19
O00248,C0421,10-08-2025,Cancelled,Debit Card,Marketplace,1469.65,77.35,0,0.0,
O00249,C0416,29-10-2024,Delivered,COD,Website,2834.7,359.3,0,2834.7,2024-11-05
O00250,C0482,18-05-2025,Delivered,Net Banking,Mobile App,1072.3,124.7,0,1072.3,2025-05-20
O00251,C0406,24-01-2025,Delivered,UPI,Website,1144.95,202.05,0,1144.95,2025-01-30
O00252,C0352,24-02-2025,Delivered,Credit Card,Mobile App,508.3,89.7,40,548.3,2025-02-26
O00253,C0115,22-01-2024,Returned,Debit Card,Mobile App,1184.65,62.35,0,1184.65,2024-01-30
O00254,C0476,09-04-2025,Delivered,UPI,Website,1541.4,154.6,0,1541.4,2025-04-12
O00255,C0121,24-09-2025,Delivered,Credit Card,Mobile App,523.5,174.5,49,572.5,2025-09-29
O00256,C0363,09-03-2025,Delivered,UPI,Website,898.5,299.5,0,898.5,2025-03-17
O00257,C0307,27-12-2025,Delivered,UPI,Mobile App,261.75,87.25,59,320.75,2025-12-29
O00258,C0450,13-11-2024,Delivered,UPI,Website,2178.05,266.95,0,2178.05,2024-11-19
O00259,C0487,03-06-2024,Returned,Debit Card,Website,539.1,59.9,40,579.1,2024-06-09
O00260,C0064,07-11-2024,Cancelled,Debit Card,Mobile App,1596.0,0.0,0,0.0,
O00261,C0472,19-03-2024,Delivered,UPI,Website,236.55,12.45,40,276.55,2024-03-26
O00262,C0246,09-04-2025,Delivered,Debit Card,Website,359.2,89.8,59,418.2,2025-04-16
O00263,C0067,04-08-2024,Delivered,UPI,Mobile App,803.2,94.8,0,803.2,2024-08-08
O00264,C0146,24-10-2025,Delivered,UPI,Website,339.15,59.85,40,379.15,2025-10-28
O00265,C0229,01-02-2025,Delivered,Credit Card,Mobile App,808.1,39.9,0,808.1,2025-02-04
O00266,C0080,22-05-2025,Delivered,UPI,Website,299.25,99.75,59,358.25,2025-05-29
O00267,C0268,13-03-2025,Delivered,UPI,Website,359.1,39.9,59,418.1,2025-03-19
O00268,C0059,08-11-2025,Delivered,Net Banking,Website,254.15,44.85,59,313.15,2025-11-12
O00269,C0175,10-07-2024,Delivered,COD,Website,893.1,54.9,0,893.1,2024-07-14
O00270,C0382,08-09-2025,Delivered,Net Banking,Mobile App,1097.0,0.0,0,1097.0,2025-09-14
O00271,C0097,28-01-2024,Delivered,Debit Card,Website,963.1,34.9,0,963.1,2024-01-31
O00272,C0011,05-04-2025,Delivered,Credit Card,Mobile App,466.65,82.35,49,515.65,2025-04-12
O00273,C0306,21-07-2025,Delivered,UPI,Website,1452.1,44.9,0,1452.1,2025-07-26
O00274,C0138,25-10-2025,Delivered,Credit Card,Marketplace,284.05,14.95,40,324.05,2025-10-29
O00275,C0174,08-09-2025,Delivered,Credit Card,Mobile App,987.3,109.7,0,987.3,2025-09-17
O00276,C0342,24-10-2024,Delivered,UPI,Website,3641.8,202.2,0,3641.8,2024-10-29
